ST-487,37.543915,127.125458,20,3
ST-488,37.553349,127.12886,10,100
ST-490,37.55492,127.142799,15,3
ST-491,37.559517,127.130844,16,3
ST-492,37.549549,127.127151,10,100
ST-493,37.538658,127.124214,20,0
ST-494,37.534481,127.138344,20,3
ST-495,37.534771,127.135239,20,1
ST-496,37.536026,127.122726,15,0
ST-497,37.530773,127.120926,15,0
ST-498,37.5508,127.142624,15,3
ST-499,37.550079,127.146912,13,3
ST-500,37.559399,127.171158,10,1
ST-501,37.535473,127.145172,20,1
ST-830,37.524681,127.135406,20,0
ST-502,37.526825,127.130028,10,100
ST-503,37.52829,127.126801,15,3
ST-504,37.564301,127.17395,15,3
ST-505,37.533764,127.138031,20,3
ST-1040,37.549999,127.17469,15,2
ST-1041,37.529251,127.123108,10,0
ST-1042,37.546841,127.172516,10,3
ST-1043,37.546631,127.155884,14,1
ST-1044,37.535999,127.147697,20,3
ST-1045,37.5331,127.12278,10,1
ST-1046,37.536541,127.125397,10,100
ST-1047,37.527061,127.12207,15,1
ST-1048,37.555851,127.129898,15,3
ST-1049,37.556728,127.136208,20,3
ST-1050,37.557991,127.144707,10,4
ST-1051,37.561909,127.150749,15,3
ST-1052,37.555016,127.155273,20,0
ST-1053,37.551998,127.153297,10,3
ST-1054,37.562588,127.177612,10,1
ST-1055,37.568668,127.174797,10,3
ST-1056,37.561279,127.167801,7,1
ST-1058,37.559196,127.153297,10,1
ST-1059,37.568562,127.177002,10,1
ST-1061,37.545399,127.142601,15,4
ST-1369,37.536381,127.137253,10,1
ST-1370,37.531013,127.142365,10,100
ST-1371,37.56118,127.180267,10,1
ST-1420,37.526695,127.135529,15,3
ST-1421,37.554829,127.137321,15,1
ST-1593,37.556469,127.156822,10,0
ST-1594,37.562538,127.164528,8,3
ST-1595,37.560009,127.169579,10,3
ST-1597,37.563332,127.179092,10,1
ST-1598,37.55579,127.173813,15,3
ST-1623,37.553471,127.165001,12,3
ST-1626,37.538181,127.131752,15,1
ST-1620,37.544659,127.132637,8,1
ST-1621,37.546928,127.134621,10,1
ST-1622,37.551079,127.162621,15,1
ST-1686,37.56382,127.132843,10,3
ST-507,37.581612,126.798599,10,3
ST-508,37.573643,126.811806,10,1
ST-831,37.577221,126.812195,10,1
ST-509,37.581623,126.812653,10,3
ST-824,37.573032,126.816452,10,4
ST-510,37.56356,126.81015,8,3
ST-511,37.563347,126.810486,6,1
ST-828,37.562683,126.816238,10,1
ST-512,37.566982,126.8218,15,3
ST-513,37.568577,126.824776,15,0
ST-514,37.573093,126.822899,15,1
ST-515,37.572781,126.826279,15,3
ST-833,37.551666,126.86409,10,1
ST-834,37.558197,126.844261,10,0
ST-516,37.557461,126.861458,10,1
ST-517,37.554253,126.867561,6,100
ST-518,37.565189,126.853996,10,100
